country,year,pop,continent,lifeExp,gdpPercap,co2Percap,regime
Lithuania,1997,3573409,Europe,70.6,13807.16042,5.863,4. Liberal democracy
Lithuania,2002,3444050,Europe,71.7,18034.14359,5.482,4. Liberal democracy
Lithuania,2007,3231374,Europe,71.1,29260.05645,7.462,4. Liberal democracy
Lithuania,2012,2988329,Europe,73.8,30920.3304,6.947,4. Liberal democracy
Lithuania,2017,2829313,Europe,75.5,38774.4892,7.735,3. Electoral democracy
Lithuania,2022,2816919,Europe,75.5,46651.21458,7.212,3. Electoral democracy
Luxembourg,1952,299901,Europe,66.5,17724.37745,31.417,4. Liberal democracy
Luxembourg,1957,308440,Europe,67.8,20195.59719,35.153,4. Liberal democracy
Luxembourg,1962,319651,Europe,69,21988.07022,36.023,4. Liberal democracy
Luxembourg,1967,335517,Europe,69.5,24301.14596,34.328,4. Liberal democracy
Luxembourg,1972,346072,Europe,70.4,30200.36536,43.04,4. Liberal democracy
Luxembourg,1977,358245,Europe,71.6,31932.26545,39.94,4. Liberal democracy
Luxembourg,1982,365056,Europe,72.9,37564.42557,30.707,4. Liberal democracy
Luxembourg,1987,370790,Europe,74.3,52813.1427,29.205,4. Liberal democracy
Luxembourg,1992,391964,Europe,75.8,76838.0963,31.016,4. Liberal democracy
Luxembourg,1997,418969,Europe,77.1,87156.66183,20.332,4. Liberal democracy
Luxembourg,2002,446389,Europe,78.6,111622.4333,21.92,4. Liberal democracy
Luxembourg,2007,480270,Europe,80.1,135296.0133,24.655,4. Liberal democracy
Luxembourg,2012,530947,Europe,81.4,128895.4051,22.558,4. Liberal democracy
Luxembourg,2017,596495,Europe,82.5,132169.834,16.202,4. Liberal democracy
Luxembourg,2022,653313,Europe,83,132573.9944,12.691,4. Liberal democracy
Madagascar,1952,4160835,Africa,43.7,1993.26562,0.072,1. Closed autocracy
Madagascar,1957,4726636,Africa,44.8,2142.97963,0.066,1. Closed autocracy
Madagascar,1962,5384150,Africa,45.9,2180.76136,0.074,2. Electoral autocracy
Madagascar,1967,6136486,Africa,47.3,2154.52326,0.144,2. Electoral autocracy
Madagascar,1972,7074398,Africa,49,2229.35459,0.248,1. Closed autocracy
Madagascar,1977,8222240,Africa,50.4,1904.27565,0.217,2. Electoral autocracy
Madagascar,1982,9557671,Africa,51,1699.847,0.161,2. Electoral autocracy
Madagascar,1987,11047291,Africa,51.3,1706.81747,0.155,2. Electoral autocracy
Madagascar,1992,12800870,Africa,52.1,1698.58619,0.115,2. Electoral autocracy
Madagascar,1997,14990814,Africa,55.1,1628.24251,0.127,3. Electoral democracy
Madagascar,2002,17549913,Africa,58.1,1486.11958,0.115,2. Electoral autocracy
Madagascar,2007,20318583,Africa,60.3,1736.46208,0.146,2. Electoral autocracy
Madagascar,2012,23462438,Africa,60.9,1617.79083,0.177,1. Closed autocracy
Madagascar,2017,26788375,Africa,61.8,1669.72764,0.215,2. Electoral autocracy
Madagascar,2022,30437261,Africa,61.8,1602.71368,0.209,2. Electoral autocracy
Malawi,1952,3059378,Africa,42.7,612.78343,0.099,1. Closed autocracy
Malawi,1957,3387738,Africa,43.2,661.67022,0.118,1. Closed autocracy
Malawi,1962,3806307,Africa,44.1,627.59694,0.094,1. Closed autocracy
Malawi,1967,4303012,Africa,45,719.38667,0.089,2. Electoral autocracy
Malawi,1972,4874475,Africa,44.7,901.63057,0.172,2. Electoral autocracy
Malawi,1977,5614983,Africa,43.8,975.35108,0.304,2. Electoral autocracy
Malawi,1982,6778879,Africa,45,1022.4224,0.243,2. Electoral autocracy
Malawi,1987,8293174,Africa,45.3,1054.06764,0.185,2. Electoral autocracy
Malawi,1992,10135079,Africa,45.7,1013.61416,0.152,2. Electoral autocracy
Malawi,1997,10562035,Africa,44.5,1242.9446,0.196,3. Electoral democracy
Malawi,2002,11880440,Africa,45.7,1145.60656,0.07,2. Electoral autocracy
Malawi,2007,13576343,Africa,53.6,1318.03456,0.066,2. Electoral autocracy
Malawi,2012,15709577,Africa,59.1,1518.14804,0.072,3. Electoral democracy
Malawi,2017,18039715,Africa,61.3,1613.05936,0.07,3. Electoral democracy
Malawi,2022,20568728,Africa,61.2,1659.95934,0.139,3. Electoral democracy
Malaysia,1952,6422846,Asia,51.4,2904.16975,0.313,1. Closed autocracy
Malaysia,1957,7362822,Asia,56.1,2789.5523,0.379,2. Electoral autocracy
Malaysia,1962,8380172,Asia,59.5,3071.71125,0.55,2. Electoral autocracy
Malaysia,1967,9507099,Asia,62.4,3395.26127,1.015,2. Electoral autocracy
Malaysia,1972,10676835,Asia,64.5,4393.21452,1.67,1. Closed autocracy
Malaysia,1977,12035713,Asia,66.9,5703.18826,2.072,2. Electoral autocracy
Malaysia,1982,13832798,Asia,69,7752.60107,2.845,2. Electoral autocracy
Malaysia,1987,16276737,Asia,70.9,9005.60026,3.255,2. Electoral autocracy
Malaysia,1992,18834572,Asia,71.9,13293.57097,4.344,2. Electoral autocracy
Malaysia,1997,21375218,Asia,72.5,18456.55072,5.278,2. Electoral autocracy
Malaysia,2002,24102477,Asia,73.4,18678.23787,5.165,2. Electoral autocracy
Malaysia,2007,26998389,Asia,74.7,22333.7585,5.566,2. Electoral autocracy
Malaysia,2012,29662831,Asia,75.2,25006.35878,7.065,2. Electoral autocracy
Malaysia,2017,32355644,Asia,75.2,29551.54576,7.13,2. Electoral autocracy
Malaysia,2022,34695493,Asia,75,32079.15152,7.497,2. Electoral autocracy
Maldives,1952,77063,Asia,43.8,2087.12617,0.014,1. Closed autocracy
Maldives,1957,85121,Asia,46.6,2403.41848,0.017,1. Closed autocracy
Maldives,1962,95802,Asia,49.3,2729.40117,0.02,1. Closed autocracy
Maldives,1967,112528,Asia,51.2,3039.71142,0.024,1. Closed autocracy
Maldives,1972,130968,Asia,52.9,3231.59194,0.03,1. Closed autocracy
Maldives,1977,151930,Asia,55,2963.9537,0.101,2. Electoral autocracy
Maldives,1982,174333,Asia,58.5,4584.41723,0.281,2. Electoral autocracy
Maldives,1987,203944,Asia,62.9,7430.21404,0.397,2. Electoral autocracy
Maldives,1992,238543,Asia,66,9145.30985,0.978,2. Electoral autocracy
Maldives,1997,267707,Asia,69.1,12113.61825,1.251,2. Electoral autocracy
Maldives,2002,291616,Asia,72,13586.38972,2.019,2. Electoral autocracy
Maldives,2007,324479,Asia,73.8,17375.84649,2.33,2. Electoral autocracy
Maldives,2012,386818,Asia,75.1,17390.14752,2.797,3. Electoral democracy
Maldives,2017,458287,Asia,75.9,20036.71655,2.988,2. Electoral autocracy
Maldives,2022,524106,Asia,75.6,21357.81125,3.307,3. Electoral democracy
Mali,1952,4836363,Africa,40.6,980.90661,0.007,1. Closed autocracy
Mali,1957,5183130,Africa,40.6,1054.00537,0.008,1. Closed autocracy
Mali,1962,5563917,Africa,40.5,1041.56763,0.026,2. Electoral autocracy
Mali,1967,5990906,Africa,40.5,1027.86013,0.039,2. Electoral autocracy
Mali,1972,6483726,Africa,41.1,1102.03761,0.04,1. Closed autocracy
Mali,1977,7090979,Africa,42.3,1279.54613,0.062,1. Closed autocracy
Mali,1982,7860194,Africa,44.4,1141.83818,0.049,1. Closed autocracy
Mali,1987,8681164,Africa,47,1341.69507,0.044,1. Closed autocracy
Mali,1992,9553540,Africa,49.3,1627.9844,0.051,2. Electoral autocracy
Mali,1997,10646495,Africa,50.1,1772.25675,0.052,3. Electoral democracy
Mali,2002,12288050,Africa,55.1,2093.25341,0.074,3. Electoral democracy
Mali,2007,14457775,Africa,59.5,2378.00868,0.095,3. Electoral democracy
Mali,2012,16957033,Africa,61.5,2523.17698,0.144,2. Electoral autocracy
Mali,2017,19813011,Africa,62.1,2816.19329,0.186,3. Electoral democracy
Mali,2022,23072640,Africa,62.8,2808.52247,0.204,1. Closed autocracy
Malta,1952,304908,Europe,65.5,2160.2873,0.774,3. Electoral democracy
Malta,1957,326694,Europe,67.9,2640.40745,0.997,3. Electoral democracy
Malta,1962,330488,Europe,69.1,2729.92769,1.043,2. Electoral autocracy
Malta,1967,323813,Europe,70.2,3536.55537,1.63,3. Electoral democracy
Malta,1972,328609,Europe,71.3,4938.54696,2.874,3. Electoral democracy
Malta,1977,337161,Europe,72.1,8453.65171,3.204,3. Electoral democracy
Malta,1982,346644,Europe,73.1,11732.00388,5.19,3. Electoral democracy
Malta,1987,358080,Europe,75.2,14181.58281,6.441,3. Electoral democracy
Malta,1992,374795,Europe,76.7,19406.20066,9.265,3. Electoral democracy
Malta,1997,390679,Europe,77.9,23936.36716,9.181,3. Electoral democracy
Malta,2002,405565,Europe,78.9,30781.2392,12.337,3. Electoral democracy
Malta,2007,417197,Europe,80,34758.54591,11.381,3. Electoral democracy
Malta,2012,426611,Europe,81.2,38899.98733,18.289,3. Electoral democracy
Malta,2017,467902,Europe,82.4,51578.98126,18.359,3. Electoral democracy
Malta,2022,528192,Europe,82.3,57781.49999,17.338,3. Electoral democracy
Marshall Islands,1952,13215,Oceania,46.8,1892.61201,0.4,NA
Marshall Islands,1957,13638,Oceania,49.1,2123.26189,0.495,NA
Marshall Islands,1962,15755,Oceania,51.4,2382.16432,0.599,NA
Marshall Islands,1967,18655,Oceania,53.6,2676.03951,0.743,NA
Marshall Islands,1972,23992,Oceania,55.5,3004.92475,0.939,NA
Marshall Islands,1977,27906,Oceania,57.7,3118.46931,1.15,NA
Marshall Islands,1982,33397,Oceania,59.4,2827.5803,1.283,NA
Marshall Islands,1987,40828,Oceania,60.9,3611.10581,1.37,NA
Marshall Islands,1992,46388,Oceania,61.8,4021.68972,1.564,NA
Marshall Islands,1997,49259,Oceania,62.3,3887.95484,1.744,NA
Marshall Islands,2002,51425,Oceania,62.6,4126.32541,2.101,NA
Marshall Islands,2007,52035,Oceania,62.9,4222.31016,2.225,NA
Marshall Islands,2012,51419,Oceania,63.2,4244.04434,2.392,NA
Marshall Islands,2017,46529,Oceania,63.7,5199.34448,2.529,NA
Marshall Islands,2022,40077,Oceania,63.8,6844.33468,2.793,NA
Mauritania,1952,684804,Africa,52,1117.00431,0.031,1. Closed autocracy
Mauritania,1957,765346,Africa,52.4,1355.51547,0.037,2. Electoral autocracy
Mauritania,1962,869184,Africa,53.5,1737.39792,0.069,2. Electoral autocracy
Mauritania,1967,1003843,Africa,54.6,2823.92441,0.189,2. Electoral autocracy
Mauritania,1972,1168355,Africa,55.6,3415.92979,0.367,2. Electoral autocracy
Mauritania,1977,1353768,Africa,56,4143.89996,0.395,2. Electoral autocracy
Mauritania,1982,1561176,Africa,58.2,3877.29954,0.541,1. Closed autocracy
Mauritania,1987,1803014,Africa,59.6,4111.81262,1.726,1. Closed autocracy
Mauritania,1992,2088135,Africa,61.3,4197.92448,0.423,2. Electoral autocracy
Mauritania,1997,2411306,Africa,63.1,4577.87414,0.443,2. Electoral autocracy
Mauritania,2002,2738655,Africa,64,4486.13711,0.45,2. Electoral autocracy
Mauritania,2007,3093059,Africa,65.3,5888.90125,0.512,2. Electoral autocracy
Mauritania,2012,3619034,Africa,66.4,5716.25196,0.629,2. Electoral autocracy
Mauritania,2017,4210600,Africa,67.8,6050.62181,0.599,2. Electoral autocracy
Mauritania,2022,4875637,Africa,66.9,6053.26179,0.661,2. Electoral autocracy
Mauritius,1952,557176,Africa,53.1,4754.38234,0.338,1. Closed autocracy
Mauritius,1957,630404,Africa,56.2,4590.62492,0.363,1. Closed autocracy
Mauritius,1962,705274,Africa,60,5163.33911,0.363,2. Electoral autocracy
Mauritius,1967,784257,Africa,62.6,4711.70105,0.664,2. Electoral autocracy
Mauritius,1972,853604,Africa,64.1,4431.40819,1.174,3. Electoral democracy
Mauritius,1977,912147,Africa,65.2,6115.48583,1.663,3. Electoral democracy
Mauritius,1982,983610,Africa,68,6246.28979,1.367,3. Electoral democracy
Mauritius,1987,1051111,Africa,69.3,8488.25643,1.924,4. Liberal democracy
Mauritius,1992,1117670,Africa,70.4,11055.34903,2.837,4. Liberal democracy
Mauritius,1997,1184299,Africa,71.1,12618.1192,3.438,4. Liberal democracy
Mauritius,2002,1234085,Africa,72.4,14295.52068,3.918,4. Liberal democracy
Mauritius,2007,1269518,Africa,73.3,16859.11109,3.74,4. Liberal democracy
Mauritius,2012,1289170,Africa,74.4,20183.70007,3.943,4. Liberal democracy
Mauritius,2017,1290655,Africa,74.8,24073.23256,4.486,3. Electoral democracy
Mauritius,2022,1276130,Africa,73.4,24788.7665,4.881,3. Electoral democracy
Mexico,1952,29090173,Americas,51.3,4904.0981,1.259,2. Electoral autocracy
Mexico,1957,33562724,Americas,56.2,5815.55524,1.434,2. Electoral autocracy
Mexico,1962,39129200,Americas,59.9,6330.97344,1.587,2. Electoral autocracy
Mexico,1967,46129608,Americas,61.3,7922.02837,1.911,2. Electoral autocracy
Mexico,1972,54030168,Americas,63,9255.50862,2.332,2. Electoral autocracy
Mexico,1977,62308493,Americas,65.7,10416.88674,2.72,2. Electoral autocracy
Mexico,1982,70433260,Americas,68.1,14106.62773,3.648,2. Electoral autocracy
Mexico,1987,78136651,Americas,70.2,13937.63651,3.376,2. Electoral autocracy
Mexico,1992,86044809,Americas,71.9,16640.00505,4.048,2. Electoral autocracy
Mexico,1997,94021207,Americas,73,17918.65866,4.047,3. Electoral democracy
Mexico,2002,101548624,Americas,74.9,19395.26617,4.466,3. Electoral democracy
Mexico,2007,108774360,Americas,75.6,21036.09314,4.591,3. Electoral democracy
Mexico,2012,116818208,Americas,76,20898.93572,4.715,3. Electoral democracy
Mexico,2017,123400057,Americas,75.9,21777.52251,4.182,3. Electoral democracy
Mexico,2022,128613117,Americas,75.3,21392.11146,3.642,3. Electoral democracy
"Micronesia, Fed. Sts.",1952,33930,Oceania,45.2,1579.48355,0.25,NA
"Micronesia, Fed. Sts.",1957,39218,Oceania,47.3,1727.87027,0.309,NA
"Micronesia, Fed. Sts.",1962,46218,Oceania,49.5,1888.27595,0.374,NA
"Micronesia, Fed. Sts.",1967,53846,Oceania,51.9,2057.74906,0.464,NA
"Micronesia, Fed. Sts.",1972,62278,Oceania,54.3,2200.99377,0.586,NA
"Micronesia, Fed. Sts.",1977,70753,Oceania,57.2,3261.35802,0.718,NA
"Micronesia, Fed. Sts.",1982,82219,Oceania,59.2,2924.04313,0.801,NA
"Micronesia, Fed. Sts.",1987,94844,Oceania,61.2,3169.21673,0.856,NA
"Micronesia, Fed. Sts.",1992,104806,Oceania,62.6,3492.34125,0.977,NA
"Micronesia, Fed. Sts.",1997,111071,Oceania,63.6,3411.68707,1.014,NA
"Micronesia, Fed. Sts.",2002,112448,Oceania,63.3,3759.02757,1.336,NA
"Micronesia, Fed. Sts.",2007,109880,Oceania,65,3751.28828,1.264,NA
"Micronesia, Fed. Sts.",2012,107890,Oceania,65.8,3878.11227,1.193,NA
"Micronesia, Fed. Sts.",2017,109481,Oceania,66.4,3811.78965,1.317,NA
"Micronesia, Fed. Sts.",2022,112114,Oceania,66.5,3813.33831,1.449,NA
Moldova,1952,2619778,Europe,56.1,5091.42473,2.035,1. Closed autocracy
Moldova,1957,2887995,Europe,58.3,6297.18382,2.801,1. Closed autocracy
Moldova,1962,3209505,Europe,60.8,7502.45811,3.807,1. Closed autocracy
Moldova,1967,3494202,Europe,62.9,9549.94599,4.661,1. Closed autocracy
Moldova,1972,3713997,Europe,63.1,11517.99801,5.474,1. Closed autocracy
Moldova,1977,3925583,Europe,64.5,13074.3018,6.331,1. Closed autocracy
Moldova,1982,4130065,Europe,65.6,15017.56707,6.554,1. Closed autocracy
Moldova,1987,4359064,Europe,68,14959.95197,6.888,1. Closed autocracy
Moldova,1992,4455711,Europe,67.3,8884.02104,4.797,3. Electoral democracy
Moldova,1997,4355538,Europe,67.7,5815.49518,1.705,3. Electoral democracy
Moldova,2002,4142930,Europe,69.2,6301.55086,0.971,3. Electoral democracy
Moldova,2007,3851396,Europe,69.6,8695.70584,1.206,2. Electoral autocracy
Moldova,2012,3482626,Europe,71.8,10158.38547,1.17,3. Electoral democracy
Moldova,2017,3193497,Europe,73.5,13118.82194,1.184,3. Electoral democracy
Moldova,2022,3039985,Europe,75.2,15358.01536,1.252,3. Electoral democracy
Monaco,1952,20558,Europe,69.5,20847.5804,NA,NA
Monaco,1957,21093,Europe,70.7,28770.33472,NA,NA
Monaco,1962,22078,Europe,71.9,39700.94124,NA,NA
Monaco,1967,23230,Europe,72.4,54778.8007,NA,NA
Monaco,1972,24862,Europe,73,75170.97783,NA,NA
Monaco,1977,26273,Europe,74.1,96752.8608,NA,NA
Monaco,1982,27561,Europe,75.3,119165.777,NA,NA
Monaco,1987,29446,Europe,75.9,141520.7199,NA,NA
Monaco,1992,30887,Europe,76.4,175340.5875,NA,NA
Monaco,1997,32063,Europe,76.7,203764.869,NA,NA
Monaco,2002,32422,Europe,77.2,253119.6762,NA,NA
Monaco,2007,31837,Europe,77.8,335747.8329,NA,NA
Monaco,2012,34711,Europe,78.7,341018.7763,NA,NA
Monaco,2017,37678,Europe,79.9,352820.3593,NA,NA
Monaco,2022,38931,Europe,79.8,440710.22,NA,NA
Mongolia,1952,807086,Asia,47.6,1111.66073,0.372,1. Closed autocracy
Mongolia,1957,893234,Asia,47.7,1372.26087,0.857,1. Closed autocracy
Mongolia,1962,1041444,Asia,51.3,1687.46261,1.951,1. Closed autocracy
Mongolia,1967,1196996,Asia,53,2083.32352,1.808,1. Closed autocracy
Mongolia,1972,1366821,Asia,56.2,2476.62663,2.348,1. Closed autocracy
Mongolia,1977,1576245,Asia,58.7,3088.09179,2.899,1. Closed autocracy
Mongolia,1982,1785364,Asia,59,4045.63014,3.204,1. Closed autocracy
Mongolia,1987,2022800,Asia,61.5,5075.29726,4.076,1. Closed autocracy
Mongolia,1992,2239123,Asia,61,4364.97175,4.083,3. Electoral democracy
Mongolia,1997,2389128,Asia,62.2,5086.85049,2.536,3. Electoral democracy
Mongolia,2002,2500075,Asia,64.6,5913.39851,3.106,3. Electoral democracy
Mongolia,2007,2607965,Asia,66.7,8729.25736,4.677,3. Electoral democracy
Mongolia,2012,2795459,Asia,67.5,12078.91853,13.063,3. Electoral democracy
Mongolia,2017,3104364,Asia,70.9,14401.53751,9.763,3. Electoral democracy
Mongolia,2022,3386015,Asia,72.1,15310.43495,14.235,3. Electoral democracy
Montenegro,1952,418900,Europe,63.5,2775.78964,0.595,NA
Montenegro,1957,452741,Europe,66.1,3523.7298,0.848,NA
Montenegro,1962,484442,Europe,68.4,5031.33339,1.092,NA
Montenegro,1967,514096,Europe,70.2,7524.27008,1.363,NA
Montenegro,1972,540698,Europe,71.5,10449.69754,1.998,NA
Montenegro,1977,568093,Europe,72,13472.68564,2.35,NA
Montenegro,1982,593629,Europe,72.2,17759.91741,2.668,NA
Montenegro,1987,610170,Europe,72.6,18446.40109,3.041,NA
Montenegro,1992,626019,Europe,73.3,11704.00615,2.403,NA
Montenegro,1997,633533,Europe,73,12695.10831,2.7,NA
Montenegro,2002,633766,Europe,73.4,13976.90186,2.88,2. Electoral autocracy
Montenegro,2007,633379,Europe,74.5,18751.30328,3.32,2. Electoral autocracy
Montenegro,2012,633540,Europe,75.5,19499.94456,3.539,3. Electoral democracy
Montenegro,2017,620114,Europe,76.5,22740.38639,3.234,2. Electoral autocracy
Montenegro,2022,614648,Europe,76.2,25429.02514,3.166,3. Electoral democracy
Morocco,1952,9394879,Africa,41.6,2659.45521,0.374,1. Closed autocracy
Morocco,1957,10720548,Africa,45.2,2349.93012,0.273,1. Closed autocracy
Morocco,1962,12253092,Africa,47.7,2355.77556,0.235,1. Closed autocracy
Morocco,1967,13968175,Africa,50.2,2449.68228,0.365,1. Closed autocracy
Morocco,1972,15924692,Africa,53,2693.41635,0.526,1. Closed autocracy
Morocco,1977,18014756,Africa,56.2,3183.81354,0.876,1. Closed autocracy
Morocco,1982,20520318,Africa,59.9,3629.55376,1.015,1. Closed autocracy
Morocco,1987,23054392,Africa,63.4,3979.21328,1.077,1. Closed autocracy
Morocco,1992,25212468,Africa,65.7,4747.32519,1.402,1. Closed autocracy
Morocco,1997,27213337,Africa,67.5,4969.39377,1.165,1. Closed autocracy
Morocco,2002,29198142,Africa,68.8,5681.19619,1.454,1. Closed autocracy
Morocco,2007,31186468,Africa,70,6685.63947,1.724,1. Closed autocracy
Morocco,2012,33355241,Africa,71.4,7628.64404,1.882,1. Closed autocracy
Morocco,2017,35446392,Africa,72.4,8450.00879,1.831,1. Closed autocracy
Morocco,2022,37329064,Africa,72.7,8666.0791,2.001,1. Closed autocracy
Mozambique,1952,6050759,Africa,48.5,522.94347,0.174,1. Closed autocracy
Mozambique,1957,6438178,Africa,49.3,523.90303,0.262,1. Closed autocracy
Mozambique,1962,6969364,Africa,50,532.03505,0.265,1. Closed autocracy
Mozambique,1967,7724550,Africa,49.9,586.68307,0.245,1. Closed autocracy
Mozambique,1972,8692935,Africa,50.6,623.87736,0.706,1. Closed autocracy
Mozambique,1977,10224975,Africa,51.2,560.01301,1.045,1. Closed autocracy
Mozambique,1982,11824370,Africa,48.6,524.5937,0.767,1. Closed autocracy
Mozambique,1987,12822574,Africa,48.2,477.06862,0.281,1. Closed autocracy
Mozambique,1992,13613316,Africa,53.1,532.78768,0.266,1. Closed autocracy
Mozambique,1997,16949982,Africa,54,623.44344,0.116,2. Electoral autocracy
Mozambique,2002,18958338,Africa,54.4,847.42533,0.262,2. Electoral autocracy
Mozambique,2007,21287635,Africa,57.6,1096.58921,0.348,2. Electoral autocracy
Mozambique,2012,24337846,Africa,59.8,1338.51595,0.414,2. Electoral autocracy
Mozambique,2017,28166393,Africa,63,1532.00736,0.453,2. Electoral autocracy
Mozambique,2022,32656246,Africa,64,1476.6656,0.456,2. Electoral autocracy
Myanmar,1952,18418009,Asia,36.2,849.39372,0.061,2. Electoral autocracy
Myanmar,1957,20382704,Asia,38.3,918.03027,0.103,2. Electoral autocracy
Myanmar,1962,22704719,Asia,40.6,1038.27886,0.127,1. Closed autocracy
Myanmar,1967,25406429,Asia,42.7,952.37483,0.142,1. Closed autocracy
Myanmar,1972,28428324,Asia,44.8,994.92622,0.171,1. Closed autocracy
Myanmar,1977,31355966,Asia,47.2,1058.93353,0.161,1. Closed autocracy
Myanmar,1982,34482965,Asia,50.4,1219.1142,0.156,1. Closed autocracy
Myanmar,1987,37971594,Asia,53.6,1065.51089,0.126,1. Closed autocracy
Myanmar,1992,40950342,Asia,55.4,992.47317,0.114,1. Closed autocracy
Myanmar,1997,43708798,Asia,57.7,1189.08128,0.165,1. Closed autocracy
Myanmar,2002,46232653,Asia,59.7,1771.33976,0.192,1. Closed autocracy
Myanmar,2007,48125043,Asia,62,3028.21296,0.258,1. Closed autocracy
Myanmar,2012,49837446,Asia,64.2,4340.99945,0.232,2. Electoral autocracy
Myanmar,2017,51894938,Asia,65.3,5877.87466,0.476,2. Electoral autocracy
Myanmar,2022,53756787,Asia,65.5,5350.47667,0.549,1. Closed autocracy
Namibia,1952,526634,Africa,43.9,5270.31807,0.196,1. Closed autocracy
Namibia,1957,562591,Africa,45.7,5630.22439,0.234,1. Closed autocracy
Namibia,1962,615759,Africa,47.8,6737.19133,0.272,1. Closed autocracy
Namibia,1967,696045,Africa,49.6,7942.00957,0.321,1. Closed autocracy
Namibia,1972,804399,Africa,52.1,8170.2316,0.37,1. Closed autocracy
Namibia,1977,931104,Africa,54.8,8102.38028,0.451,1. Closed autocracy
Namibia,1982,1010308,Africa,56.9,8301.69494,0.566,1. Closed autocracy
Namibia,1987,1167889,Africa,58.9,7649.49945,0.67,1. Closed autocracy
Namibia,1992,1461322,Africa,60,7773.36625,0.783,3. Electoral democracy
Namibia,1997,1689264,Africa,57.9,7672.08911,1.039,3. Electoral democracy
Namibia,2002,1889970,Africa,53.4,8027.2393,0.851,3. Electoral democracy
Namibia,2007,2018600,Africa,60.1,10156.50296,1.254,3. Electoral democracy
Namibia,2012,2194654,Africa,63.1,11266.60895,4.408,3. Electoral democracy
Namibia,2017,2506853,Africa,64.4,11408.72531,4.088,3. Electoral democracy
Namibia,2022,2889662,Africa,65,9953.09752,3.966,3. Electoral democracy
Nauru,1952,3607,Oceania,48.5,6822.31665,3.25,NA
Nauru,1957,4158,Oceania,49.8,12642.83757,4.021,NA
Nauru,1962,4979,Oceania,51.5,23459.9373,4.872,NA
Nauru,1967,6135,Oceania,53.4,43621.17425,7.663,NA
Nauru,1972,6812,Oceania,55,64073.69737,11.328,NA
Nauru,1977,7163,Oceania,56.5,60386.88577,15.37,NA
Nauru,1982,8040,Oceania,57.5,48203.66647,15.554,NA
Nauru,1987,8946,Oceania,58.1,37048.80716,17.781,NA
Nauru,1992,10021,Oceania,57.8,20392.66388,12.065,NA
Nauru,1997,10197,Oceania,57.1,11725.87291,9.647,NA
Nauru,2002,10082,Oceania,56.7,7634.92083,7.623,NA
Nauru,2007,10020,Oceania,56.7,6123.69092,4.469,NA
Nauru,2012,10267,Oceania,57.8,9766.46483,3.98,NA
Nauru,2017,11324,Oceania,58.9,10763.82305,4.627,NA
Nauru,2022,11801,Oceania,58.7,12458.74051,5.093,NA
Nepal,1952,8747294,Asia,46,1043.58027,0.003,1. Closed autocracy
Nepal,1957,9598035,Asia,47,1112.41194,0.006,1. Closed autocracy
Nepal,1962,10521116,Asia,48.2,1175.92858,0.008,1. Closed autocracy
Nepal,1967,11652716,Asia,49.8,1185.36747,0.019,1. Closed autocracy
Nepal,1972,12989099,Asia,50.6,1157.86243,0.024,1. Closed autocracy
Nepal,1977,14499175,Asia,50.9,1171.85307,0.033,1. Closed autocracy
Nepal,1982,16297987,Asia,52.9,1306.97091,0.036,1. Closed autocracy
Nepal,1987,18250505,Asia,56.3,1519.12271,0.049,1. Closed autocracy
Nepal,1992,20609707,Asia,59.3,1881.16598,0.083,2. Electoral autocracy
Nepal,1997,23219463,Asia,63.1,2150.13721,0.131,2. Electoral autocracy
Nepal,2002,25328981,Asia,66.1,2368.99727,0.144,1. Closed autocracy
Nepal,2007,26788492,Asia,69.3,2702.77225,0.177,1. Closed autocracy
Nepal,2012,27534915,Asia,71.3,3316.50074,0.184,2. Electoral autocracy
Nepal,2017,28011258,Asia,72.8,4071.70432,0.385,3. Electoral democracy
Nepal,2022,29715436,Asia,73.4,4763.38751,0.922,3. Electoral democracy
Netherlands,1952,10382295,Europe,71.8,12175.78621,5.318,4. Liberal democracy
Netherlands,1957,11026878,Europe,72.9,14940.84897,5.862,4. Liberal democracy
Netherlands,1962,11807551,Europe,72.8,16609.0466,7.085,4. Liberal democracy
Netherlands,1967,12607834,Europe,73.6,19547.60291,8.578,4. Liberal democracy
Netherlands,1972,13342772,Europe,73.7,23467.99013,12.897,4. Liberal democracy
Netherlands,1977,13868604,Europe,75,25902.22695,14.962,4. Liberal democracy
Netherlands,1982,14333900,Europe,76,28279.12642,14.214,4. Liberal democracy
Netherlands,1987,14724947,Europe,76.7,34227.05632,12.156,4. Liberal democracy
Netherlands,1992,15276785,Europe,77.2,42586.51213,15.625,4. Liberal democracy
Netherlands,1997,15723622,Europe,77.8,48802.08149,13.378,4. Liberal democracy
Netherlands,2002,16288051,Europe,78.4,56063.70601,8.151,4. Liberal democracy
Netherlands,2007,16531357,Europe,80.1,62432.47586,12.084,4. Liberal democracy
Netherlands,2012,16915194,Europe,81,61480.8126,11.25,4. Liberal democracy
Netherlands,2017,17315370,Europe,81.7,65666.00366,9.783,4. Liberal democracy
Netherlands,2022,17904421,Europe,81.5,71324.03603,8.769,4. Liberal democracy
New Zealand,1952,1997747,Oceania,69.7,15464.54842,4.681,4. Liberal democracy
New Zealand,1957,2233688,Oceania,70.7,17325.49331,4.626,4. Liberal democracy
New Zealand,1962,2484405,Oceania,71.3,18530.08903,4.525,4. Liberal democracy
New Zealand,1967,2723419,Oceania,71.4,19835.47578,5.06,4. Liberal democracy
